"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.659353432E2,4.989969984E-1,3.643324059E-1,-8.884939201E-1
1.659453412E2,6.986226949E-1,6.904164201E-1,-1.228153707E0
1.659553382E2,7.887323812E-1,8.367055696E-1,-1.420613787E0
1.659653352E2,1.052163480E0,9.046367669E-1,-1.328104842E0
1.659753332E2,1.372053246E0,8.656229746E-1,-1.219471761E0
1.659853302E2,1.342886165E0,9.939336902E-1,-1.383958469E0
1.659953282E2,8.626011336E-1,1.688414510E0,-1.539681809E0
1.660053252E2,4.110326555E-1,2.936277573E0,-1.364453766E0
1.660153222E2,3.150883251E-1,4.468666150E0,-1.031082805E0
1.660253202E2,4.691969562E-1,5.977539564E0,-8.547872069E-1
1.660353172E2,9.507169193E-1,6.829951340E0,-1.058620706E0
1.660453142E2,1.185887840E0,6.318634551E0,-1.313704612E0
1.660553122E2,1.032328847E0,4.865619003E0,-1.158521847E0
1.660653092E2,6.064650214E-1,2.938848009E0,-1.315750699E-1
1.660753072E2,-1.697408697E-1,1.175140073E0,1.128630589E0
1.660853042E2,-7.197659343E-1,7.005315185E-2,1.892428980E0
1.660953012E2,-1.191564024E0,-1.220185268E-1,2.551543939E0
1.661052992E2,-1.395930643E0,6.911683720E-1,3.397890691E0
1.661152962E2,-1.409142135E0,2.211258500E0,4.031013168E0
1.661252932E2,-1.197951523E0,3.919942383E0,4.336958202E0
1.661352912E2,-9.552941197E-1,5.104305269E0,4.297882429E0
1.661452882E2,-6.331449893E-1,5.213908988E0,3.896266422E0
1.661552862E2,-2.221281213E-1,4.352214172E0,3.162877060E0
1.661652832E2,3.911512452E-1,3.110539802E0,1.989214433E0
1.661752802E2,8.345727977E-1,2.026491163E0,6.637406914E-1
1.661852782E2,1.051091977E0,9.319672376E-1,-7.437776716E-1
1.661952752E2,1.127406035E0,1.253818452E-2,-2.048156705E0
1.662052732E2,1.013507537E0,-5.810360652E-1,-2.731428559E0
1.662152702E2,1.102806214E0,-9.499696451E-1,-2.270493572E0
1.662252672E2,1.087099131E0,-1.324801896E0,-1.265377228E0
1.662352652E2,5.771254474E-1,-1.971241407E0,-8.125105222E-1
1.662452622E2,2.420872995E-1,-2.534396687E0,-7.642965746E-1
1.662552592E2,8.236884981E-2,-2.981210502E0,-6.937684827E-1
1.662652572E2,-8.739804000E-2,-3.357974673E0,-7.313428366E-1
1.662752542E2,-3.402494788E-1,-3.636261207E0,-8.337908788E-1
1.662852522E2,-5.818321636E-1,-3.920768010E0,-7.648121528E-1
1.662952492E2,-6.971237612E-1,-4.125425236E0,-7.350030474E-1
1.663052462E2,-9.074378756E-1,-4.229543096E0,-7.796269508E-1
1.663152442E2,-9.705989143E-1,-4.212620670E0,-7.753302705E-1
1.663252412E2,-9.677975133E-1,-4.153640390E0,-7.361843312E-1
1.663352382E2,-1.066491497E0,-4.102959648E0,-6.684129091E-1
1.663452362E2,-1.166306976E0,-4.082710156E0,-6.282634413E-1
1.663552332E2,-1.223769319E0,-3.951636046E0,-6.876851126E-1
1.663652312E2,-1.259803955E0,-3.771110280E0,-8.114112456E-1
1.663752282E2,-1.482695722E0,-3.544527749E0,-8.721705405E-1
1.663852252E2,-1.736945230E0,-3.251885716E0,-1.017437743E0
1.663952232E2,-1.640417640E0,-2.927313207E0,-1.271092297E0
1.664052202E2,-1.541935911E0,-2.493593062E0,-1.445221356E0
1.664152182E2,-1.744574970E0,-2.095448547E0,-1.791513201E0
1.664252152E2,-1.856331925E0,-1.543205341E0,-2.014338895E0
1.664352122E2,-1.907213811E0,-7.849074250E-1,-2.005645109E0
1.664452102E2,-2.186176869E0,-9.093882143E-2,-2.083360598E0
1.664552076E2,-2.186746972E0,4.562149680E-1,-1.830371457E0
1.664652046E2,-1.993075203E0,1.127540229E0,-1.065269136E0
1.664752026E2,-2.199616694E0,1.727316620E0,-6.308607745E-1
1.664851996E2,-2.517654939E0,2.339150555E0,-1.377708527E-1
1.664951976E2,-2.552503760E0,3.268842056E0,2.159131888E-1
1.665051946E2,-2.153478069E0,4.301081441E0,-1.120981407E-1
1.665151916E2,-1.861912800E0,5.356143678E0,-9.782379361E-1
1.665251896E2,-2.122097232E0,5.430175275E0,-1.434652952E0
1.665351866E2,-2.566428904E0,5.253231513E0,-1.210747862E0
1.665451836E2,-1.896312847E0,5.192055019E0,-3.788177133E-1
1.665551816E2,-2.485239145E-1,4.913463845E0,5.154857811E-1
1.665651786E2,2.104518163E0,4.909303551E0,1.136385312E0
1.665751766E2,3.393060013E0,4.899884856E0,1.160197586E0
1.665851736E2,3.996897296E0,4.381011125E0,1.153733928E0
1.665951706E2,4.273037902E0,3.208805185E0,1.561558582E0
1.666051686E2,3.726387558E0,1.836415724E0,1.498248585E0
1.666151656E2,2.589605513E0,7.900985831E-1,1.586073764E0
1.666251626E2,1.800075279E0,-3.185738504E-2,2.185985080E0
1.666351606E2,1.369286928E0,-6.391445249E-1,2.531457292E0
1.666451576E2,1.021665865E0,-8.446805871E-1,2.424974817E0
1.666551556E2,9.475562069E-1,-5.087241340E-1,2.355881778E0
1.666651526E2,1.202494517E0,-2.499918580E-2,2.273863907E0
1.666751496E2,1.576302628E0,4.746898305E-1,2.197394167E0
1.666851476E2,2.042399098E0,8.755421913E-1,1.891732138E0
1.666951446E2,2.335781389E0,1.193707906E0,1.646421707E0
1.667051426E2,2.302995174E0,1.436296020E0,1.445808270E0
1.667151396E2,2.176583342E0,1.734752524E0,1.165207481E0
1.667251366E2,2.016455149E0,2.434515134E0,9.777092747E-1
1.667351346E2,1.474805636E0,2.638292938E0,3.850485063E-1
1.667451316E2,5.937639919E-1,2.220768996E0,-3.752415562E-1
1.667551286E2,-4.694217816E-2,1.670924903E0,-9.982889888E-1
1.667651266E2,-7.079364324E-1,9.553239405E-1,-1.340657499E0
1.667751236E2,-1.122391902E0,2.675627410E-1,-1.395708303E0
1.667851216E2,-1.243410993E0,-3.342174911E-1,-1.161414757E0
1.667951186E2,-1.501139741E0,-1.018338799E0,-6.667077148E-1
1.668051156E2,-1.546603743E0,-1.861815444E0,-1.886124659E-1
1.668151136E2,-1.200534092E0,-2.542520224E0,2.336735947E-1
1.668251106E2,-8.172169460E-1,-3.147807616E0,5.299530351E-1
1.668351076E2,-4.420255297E-1,-3.680587195E0,7.711518502E-1
1.668451056E2,-4.318712550E-1,-4.212182713E0,9.312953925E-1
1.668551026E2,-4.478015555E-1,-4.645716332E0,1.063698794E0
1.668651006E2,-2.921862432E-1,-4.741909461E0,1.132830205E0
1.668750976E2,-1.616312201E-1,-4.583852205E0,1.112464353E0
1.668850946E2,-4.648293784E-1,-4.514712389E0,6.698453307E-1
1.668950926E2,-4.599066076E-1,-4.509404286E0,5.660549140E-1
1.669050896E2,5.135521799E-2,-4.215171810E0,3.999214840E-1
1.669150866E2,5.172058126E-1,-3.849877537E0,-2.151915693E-1
1.669250846E2,7.031795762E-1,-3.560523393E0,-8.035442555E-1
1.669350816E2,9.327436016E-1,-3.020365212E0,-1.676208447E0
1.669450796E2,1.052699669E0,-2.405935698E0,-2.356384639E0
1.669550766E2,1.210395859E0,-1.959862726E0,-2.495543693E0
1.669650736E2,1.378291933E0,-1.494526101E0,-2.456117380E0
1.669750716E2,1.344566070E0,-1.174289888E0,-2.268690437E0
1.669850686E2,1.133568854E0,-1.013385038E0,-1.878128006E0
1.669950656E2,7.916293842E-1,-9.709225577E-1,-1.569885017E0
1.670050636E2,3.332040225E-1,-9.818545121E-1,-1.355903821E0
1.670150606E2,8.860256642E-2,-4.333090854E-1,-1.413394815E0
1.670250586E2,6.221232802E-2,1.719443929E-1,-1.722527751E0
1.670350556E2,5.320820063E-2,6.844013894E-1,-1.860699795E0
1.670450526E2,3.054977220E-1,1.351735926E0,-1.487080257E0
1.670550506E2,6.775073759E-1,2.017548432E0,-1.205084249E0
1.670650476E2,8.462846245E-1,2.375107423E0,-9.976858485E-1
1.670750446E2,8.825380924E-1,2.617499655E0,-3.987578150E-1
1.670850426E2,1.105375773E0,3.333770708E0,-6.356383882E-2
1.670950396E2,1.359968805E0,4.530667101E0,-2.262333783E-1
1.671050376E2,1.354930844E0,5.270839233E0,-2.462589955E-1
1.671150346E2,1.130919043E0,5.390792524E0,2.110762990E-1
1.671250316E2,7.383958943E-1,5.016760756E0,3.474506903E-1
1.671350296E2,2.299388319E-1,4.066672997E0,1.013496427E-1
1.671450266E2,-3.128684297E-1,2.754443784E0,4.140751080E-1
1.671550236E2,-6.860475267E-1,1.572988134E0,1.441930250E0
1.671650216E2,-1.053808594E0,8.151082939E-1,2.655708286E0
1.671750186E2,-1.267237081E0,8.393882722E-1,3.604606136E0
1.671850166E2,-1.127767393E0,1.469879503E0,4.032112737E0
1.671950136E2,-5.999406981E-1,2.548211319E0,3.903138070E0
1.672050106E2,-4.504013738E-1,3.414726579E0,3.312917783E0
1.672150086E2,-6.969943915E-1,3.862927353E0,2.594210780E0
1.672250056E2,-7.936966673E-1,4.199496594E0,1.599586387E0
1.672350026E2,-6.353926590E-1,3.960189353E0,7.569466245E-1
1.672450006E2,-1.896684730E-1,3.421880062E0,2.662354231E-2
1.672549976E2,1.811334385E-1,2.626669258E0,-7.045171268E-1
1.672649956E2,5.321742462E-1,1.626505945E0,-1.352759188E0
1.672749926E2,7.241605555E-1,5.331239802E-1,-1.624430183E0
1.672849896E2,7.698996690E-1,-4.398433489E-1,-1.665876417E0
1.672949876E2,6.322049032E-1,-1.348985980E0,-1.466770538E0
1.673049846E2,4.547595960E-1,-2.184394053E0,-1.183160698E0
1.673149816E2,2.738544913E-1,-2.795277815E0,-9.117705162E-1
1.673249796E2,-3.416922793E-2,-3.307853510E0,-6.190084684E-1
1.673349766E2,-3.282030451E-1,-3.576245386E0,-2.994629569E-1
1.673449746E2,-6.623291735E-1,-3.849284045E0,4.645495892E-2
1.673549716E2,-1.043938786E0,-3.955104614E0,1.713022225E-1
1.673649686E2,-1.416777283E0,-4.246678947E0,2.347728713E-1
1.673749666E2,-1.750075007E0,-4.420371072E0,1.568166228E-1
1.673849636E2,-2.054995755E0,-4.343855578E0,3.463995802E-1
1.673949606E2,-2.247860901E0,-4.115739908E0,8.108966906E-1
1.674049586E2,-2.218250016E0,-4.088114737E0,1.083135889E0
1.674149556E2,-2.271088380E0,-4.271682225E0,7.187363859E-1
1.674249526E2,-2.187520851E0,-4.615907226E0,4.834229395E-2
1.674349506E2,-1.603701804E0,-4.804242534E0,-3.260559475E-1
1.674449476E2,-1.349920365E0,-4.981995551E0,-6.324183266E-1
1.674549459E2,-1.345499578E0,-5.019131802E0,-8.539331480E-1
1.674649429E2,-1.015688841E0,-4.716485767E0,-9.850406599E-1
1.674749399E2,-6.182331276E-1,-3.878365756E0,-1.027770942E0
1.674849379E2,-1.951075530E-1,-2.704999729E0,-8.408274181E-1
1.674949349E2,1.456073642E-2,-1.699649350E0,-1.040979949E0
1.675049319E2,-9.989967942E-4,-9.533651233E-1,-1.411441845E0
1.675149299E2,-3.731663793E-2,-2.669797736E-1,-1.656636647E0
1.675249269E2,-1.028419983E-1,5.710437584E-1,-1.856915331E0
1.675349249E2,-4.662920594E-2,1.336178824E0,-2.173902394E0
1.675449219E2,-6.847586542E-2,1.837972838E0,-2.085638673E0
1.675549189E2,-7.915872842E-2,1.975766568E0,-1.747253287E0
1.675649169E2,-2.300008124E-1,2.117195511E0,-1.590919790E0
1.675749139E2,-5.003664163E-1,2.376482688E0,-1.545579311E0
1.675849109E2,-6.157144395E-1,2.701126533E0,-1.808525090E0
1.675949089E2,-6.001403806E-1,3.125623280E0,-1.954672737E0
1.676049059E2,-2.122659150E-1,3.659904424E0,-1.360966340E0
1.676149029E2,6.942399144E-1,4.272532411E0,-6.741326554E-1
1.676249009E2,1.820044982E0,4.898579172E0,-3.766856723E-1
1.676348979E2,2.408992915E0,5.396319897E0,-3.005805060E-2
1.676448959E2,2.696927355E0,5.574473448E0,6.632860704E-1
1.676548929E2,2.796062804E0,4.991534699E0,8.425032301E-1
1.676648899E2,2.408723651E0,3.774718012E0,1.131017422E0
1.676748879E2,1.943224766E0,2.523979288E0,1.883673506E0
1.676848849E2,1.474958687E0,1.818937227E0,2.658269366E0
1.676948819E2,9.513405249E-1,1.409468994E0,3.163840681E0
1.677048799E2,9.541626835E-1,1.499381045E0,3.229503744E0
1.677148769E2,1.085575639E0,1.888229656E0,3.051020994E0
1.677248749E2,1.196903994E0,2.477566429E0,2.801773194E0
1.677348719E2,1.554570867E0,2.677328365E0,2.152798623E0
1.677448689E2,2.207334141E0,2.418011368E0,1.496147096E0
1.677548669E2,2.442193113E0,2.342216250E0,1.069179900E0
1.677648639E2,2.502466212E0,2.088083979E0,6.990135813E-1
1.677748609E2,2.172267220E0,2.017429733E0,4.797416787E-1
1.677848589E2,1.516290900E0,2.109022273E0,1.226617205E-1
1.677948559E2,8.913963318E-1,2.145331728E0,-1.889083350E-1
1.678048529E2,1.237899408E-1,1.967593330E0,-6.113075392E-1
1.678148509E2,-5.875364149E-1,1.590105273E0,-9.231570916E-1
1.678248479E2,-1.202102461E0,1.137692165E0,-1.047350783E0
1.678348459E2,-1.557195389E0,6.964448994E-1,-1.022412700E0
1.678448429E2,-1.776322135E0,1.694283360E-1,-7.367221288E-1
1.678548399E2,-1.722878730E0,-4.915941310E-1,-2.322911668E-1
1.678648379E2,-1.388845280E0,-1.184338328E0,2.613424730E-1
1.678748349E2,-9.022046176E-1,-1.893679846E0,7.286284129E-1
1.678848319E2,-1.123387536E-1,-2.452422817E0,1.072189755E0
1.678948299E2,-4.633450627E-2,-2.794066272E0,1.066264333E0
1.679048269E2,-4.862122075E-1,-3.783474217E0,9.609093471E-1
1.679148249E2,-2.533417279E-1,-4.554790959E0,1.355409293E0
1.679248219E2,1.132623214E-1,-4.945869114E0,1.517240195E0
1.679348189E2,2.847637877E-2,-5.268533676E0,1.393572754E0
1.679448169E2,-5.525107160E-2,-5.433098883E0,6.388585961E-1
1.679548139E2,-3.561255464E-1,-5.717305139E0,-2.833372863E-1
1.679648109E2,-5.059914377E-1,-5.803145188E0,-9.847670102E-1
1.679748089E2,-4.525353152E-1,-5.695909592E0,-1.292116545E0
1.679848059E2,-3.130887236E-1,-5.432890137E0,-1.484063094E0
1.679948029E2,2.895248830E-3,-4.871904175E0,-1.497712834E0
1.680048009E2,3.542792881E-1,-4.313740663E0,-1.665069501E0
1.680147979E2,5.354375772E-1,-3.736047451E0,-1.712153621E0
1.680247959E2,8.068724906E-1,-3.147839191E0,-1.572241445E0
1.680347929E2,8.328576632E-1,-2.758405858E0,-1.450169123E0
1.680447899E2,7.190588598E-1,-2.485748438E0,-1.293760782E0
1.680547879E2,7.100173102E-1,-2.059521500E0,-1.077288673E0
1.680647849E2,6.876151653E-1,-1.435273342E0,-1.024082519E0
1.680747819E2,7.936457965E-1,-7.227310574E-1,-1.095135545E0
1.680847799E2,7.917371191E-1,-1.370850474E-1,-1.177880663E0
1.680947769E2,7.172623028E-1,2.846635079E-1,-1.265778347E0
1.681047739E2,7.329581299E-1,7.002151841E-1,-1.166879711E0
1.681147719E2,1.112275195E0,1.366941610E0,-9.290700153E-1
1.681247689E2,1.536322730E0,2.143443078E0,-7.307428392E-1
1.681347669E2,1.559497730E0,2.754455479E0,-8.930674660E-1
1.681447639E2,1.105820454E0,3.049543988E0,-9.778638605E-1
1.681547609E2,6.031711386E-1,3.528484159E0,-5.361113226E-1
1.681647589E2,4.674264193E-2,4.486547520E0,-2.751477492E-1
1.681747559E2,-3.794975983E-1,5.691399050E0,-9.190412365E-2
1.681847529E2,-4.690525299E-1,6.287356040E0,5.053245628E-1
1.681947509E2,-6.306732251E-1,5.620538397E0,8.586659575E-1
1.682047479E2,-3.272926337E-1,4.424609134E0,3.407137477E-1
1.682147449E2,-1.490601450E-3,3.326417250E0,3.980784416E-1
1.682247429E2,8.665807486E-2,2.300394040E0,1.550488633E0
1.682347399E2,-1.345229436E-1,1.456507505E0,3.038993272E0
1.682447379E2,-4.898449364E-1,1.027051150E0,3.863706787E0
1.682547349E2,-9.712846465E-1,1.275487064E0,3.897833476E0
1.682647319E2,-1.006302744E0,1.862824089E0,3.409554716E0
1.682747299E2,-7.526506752E-1,2.839925399E0,2.982688093E0
1.682847269E2,-9.585992584E-1,3.917227521E0,2.577049202E0
1.682947239E2,-1.389385416E0,4.774191354E0,1.868809884E0
1.683047219E2,-1.689473733E0,5.197239161E0,1.325885531E0
1.683147189E2,-1.609101854E0,5.321402446E0,9.974732291E-1
1.683247159E2,-1.101857504E0,5.070696643E0,3.461727814E-1
1.683347139E2,-3.378135288E-1,4.300233595E0,-6.364951515E-1
1.683447109E2,1.974490705E-1,3.213523888E0,-1.440595039E0
1.683547089E2,2.970090267E-1,1.866053506E0,-1.421431228E0
1.683647059E2,2.787386705E-1,4.628778702E-1,-7.943172761E-1
1.683747029E2,3.279716416E-1,-6.781863838E-1,-3.049087612E-1
1.683847009E2,3.915875937E-1,-1.712583976E0,-3.784654185E-2
1.683946979E2,5.403423679E-1,-2.721777145E0,1.204630212E-1
1.684046949E2,4.458982868E-1,-3.329812728E0,1.311610870E-1
1.684146929E2,3.417680007E-1,-3.801967791E0,2.234162629E-1
1.684246899E2,1.511135410E-1,-4.157122407E0,3.075226128E-1
1.684346869E2,-9.689421058E-3,-4.464736236E0,4.301094890E-1
1.684446849E2,5.465684831E-4,-4.699050540E0,7.001080339E-1
1.684546818E2,-2.189697477E-1,-4.675555258E0,7.689019878E-1
1.684646798E2,-3.305388616E-1,-4.398762687E0,5.392255497E-1
1.684746768E2,-7.009357072E-1,-4.366487226E0,1.955098414E-1
1.684846738E2,-1.445156890E0,-4.536702597E0,1.490466964E-1
1.684946718E2,-2.182560658E0,-4.735472846E0,3.474802919E-1
1.685046688E2,-2.540105031E0,-4.857462137E0,4.128413455E-1
1.685146658E2,-2.446596943E0,-4.800193922E0,1.538365893E-1
1.685246638E2,-2.117229718E0,-4.832678713E0,-5.411200476E-1
1.685346608E2,-1.519815601E0,-5.294343871E0,-1.751048130E0
1.685446578E2,-1.102886614E0,-5.380608428E0,-2.361656342E0
1.685546558E2,-8.820501423E-1,-4.819252921E0,-2.621167613E0
1.685646528E2,-6.728107461E-1,-3.827958664E0,-3.112422606E0
1.685746498E2,-2.500699183E-1,-2.512131075E0,-3.415944554E0
1.685846478E2,-2.324852943E-2,-1.264803032E0,-3.386052418E0
1.685946448E2,2.332881171E-1,-1.673473120E-3,-2.519815485E0
1.686046428E2,3.321578094E-1,1.079450389E0,-1.631473593E0
1.686146398E2,7.850217381E-1,1.709667969E0,-9.946977751E-1
1.686246368E2,7.372400460E-1,2.315068797E0,1.012632501E-1
1.686346348E2,-1.142692119E-2,2.823788254E0,-4.713323593E-2
1.686446318E2,2.341304085E-1,3.090069285E0,-3.042562120E-1
1.686546288E2,1.295871627E-1,3.090418364E0,-6.391217208E-1
1.686646268E2,-8.847158879E-2,3.098421448E0,-1.207017192E0
1.686746238E2,-4.523476195E-1,3.177556495E0,-1.306287711E0
1.686846208E2,-4.144775426E-1,3.785679202E0,-4.420154433E-1
1.686946188E2,2.892983034E-1,4.266415054E0,3.441869938E-1
1.687046158E2,1.473065358E0,4.476318401E0,3.482028615E-1
1.687146138E2,2.556589794E0,4.365969747E0,-1.956805801E-1
1.687246108E2,3.014732589E0,4.183890375E0,-4.978388111E-1
1.687346078E2,3.064329549E0,3.473988694E0,-5.390995422E-1
1.687446058E2,2.484726344E0,1.739991630E0,-1.090210435E-1
1.687546028E2,1.636379553E0,-9.301926076E-2,8.746998999E-1
1.687645998E2,8.867027718E-1,-1.399140472E0,1.851988906E0
1.687745978E2,4.578463411E-1,-1.425599123E0,2.444865875E0
1.687845948E2,6.885722083E-1,-3.713490647E-1,2.897419317E0
1.687945918E2,1.376022044E0,8.433836746E-1,3.334782861E0
1.688045898E2,1.745368437E0,1.970650254E0,3.546561996E0
1.688145868E2,2.227339805E0,3.305062634E0,3.212680427E0
1.688245838E2,2.672689477E0,4.423157271E0,2.277184103E0
1.688345818E2,2.904257051E0,5.076105317E0,9.369543278E-1
1.688445788E2,2.428524369E0,5.382712841E0,-7.410559389E-1
1.688545768E2,1.182082764E0,5.225169556E0,-1.995362341E0
1.688645738E2,3.692116150E-1,4.554646533E0,-1.942336866E0
1.688745708E2,-6.842891228E-1,3.732599348E0,-1.376482512E0
1.688845688E2,-1.865270856E0,3.169556335E0,-1.116301588E0
1.688945658E2,-2.003445825E0,2.507195440E0,-1.165635424E0
1.689045628E2,-2.072499395E0,1.879983328E0,-9.723182881E-1
1.689145608E2,-1.916123798E0,7.947886348E-1,-2.555595767E-1
1.689245578E2,-1.354023356E0,-6.308028871E-1,6.890826702E-2
1.689345548E2,-8.602145925E-1,-1.726179922E0,2.167296794E-1
1.689445528E2,-6.145891428E-1,-2.713453048E0,6.758328795E-1
1.689545498E2,-5.308242702E-1,-3.719830198E0,1.061876582E0
1.689645468E2,-5.769684497E-1,-4.615603171E0,1.097916626E0
1.689745448E2,-7.689904270E-1,-5.133783422E0,1.186801175E0
1.689845418E2,-1.053315089E0,-5.535380718E0,1.076768563E0
1.689945398E2,-1.305150281E0,-5.749458978E0,7.953113759E-1
1.690045368E2,-1.433620626E0,-5.740640792E0,5.434554255E-1
1.690145338E2,-1.268868016E0,-5.558277245E0,5.375507610E-1
1.690245318E2,-8.557154524E-1,-5.195655735E0,5.899723649E-1
1.690345288E2,-6.273243785E-1,-4.924974673E0,5.175044592E-1
1.690445258E2,-7.034995651E-1,-4.705985922E0,4.453381236E-1
1.690545238E2,-6.318264422E-1,-4.532403724E0,4.271719940E-1
1.690645208E2,-4.419986326E-1,-4.240326532E0,4.243463270E-1
1.690745178E2,-2.116990274E-1,-3.865175607E0,3.883393192E-1
1.690845158E2,-4.038204074E-2,-3.318406565E0,3.747211540E-1
1.690945128E2,2.240886927E-2,-2.688860829E0,3.623344123E-1
1.691045098E2,4.185817033E-2,-2.037538893E0,3.789954686E-1
1.691145078E2,1.216103911E-1,-1.421771536E0,3.072571492E-1
1.691245048E2,2.396776620E-1,-7.973836291E-1,1.432569297E-1
1.691345028E2,3.691923192E-1,-2.582615751E-1,-1.274646235E-1
1.691444998E2,5.587716222E-1,1.667111349E-1,-2.963781121E-1
1.691544968E2,8.975952575E-1,3.920575637E-1,-4.113748638E-1
1.691644948E2,1.190930479E0,5.167710721E-1,-6.247562814E-1
1.691744918E2,1.450689818E0,5.302009571E-1,-9.097171202E-1
1.691844888E2,1.741247612E0,5.342869914E-1,-1.219565171E0
1.691944868E2,2.015061319E0,7.033259028E-1,-1.600218033E0
1.692044838E2,2.100997262E0,1.079641008E0,-2.031642414E0
1.692144808E2,2.275727269E0,1.922300797E0,-2.506900156E0
1.692244788E2,2.104733633E0,3.111698136E0,-2.850928105E0
1.692344758E2,1.936654834E0,4.402596121E0,-2.822778440E0
1.692444728E2,1.730097556E0,5.520232921E0,-2.441058022E0
1.692544708E2,1.581320124E0,6.439599409E0,-1.835526363E0
1.692644678E2,1.211618220E0,6.464931886E0,-1.350826391E0
1.692744658E2,3.996656683E-1,5.558936226E0,-1.073343849E0
1.692844628E2,-5.406607488E-1,3.871501125E0,-2.143551251E-1
1.692944598E2,-1.146686937E0,2.136385489E0,6.685998738E-1
1.693044578E2,-1.625616876E0,9.441791475E-1,1.471325811E0
1.693144548E2,-1.932251881E0,5.327152598E-1,2.230409009E0
1.693244518E2,-1.810976828E0,1.316512883E0,2.941069659E0
1.693344498E2,-1.441100384E0,2.949250206E0,3.336399909E0
1.693444468E2,-9.789905459E-1,4.731945806E0,3.486843213E0
1.693544438E2,-9.671560737E-1,5.918172784E0,3.383055720E0
1.693644418E2,-1.179118226E0,6.280498425E0,2.762245432E0
1.693744388E2,-1.352152540E0,5.063398733E0,1.668451823E0
1.693844358E2,-1.684132594E0,2.867184534E0,1.066733279E0
1.693944338E2,-1.174097807E0,1.209839789E0,4.408381064E-1
1.694044308E2,-2.092048976E-1,3.315195858E-1,4.073521256E-2
1.694144288E2,2.661427447E-1,-7.673418045E-2,-3.990233517E-1
1.694244258E2,4.742352095E-1,-2.017651927E-1,-7.557573009E-1
1.694344228E2,5.976962444E-1,-4.773473901E-1,-7.514163280E-1
1.694444208E2,5.954661164E-1,-1.074352201E0,-5.316548672E-1
1.694544176E2,4.435843974E-1,-1.710554992E0,-2.620356604E-1
1.694644146E2,1.770358559E-1,-2.260043575E0,1.063199222E-2
1.694744126E2,-1.884905514E-1,-2.737095096E0,2.565385468E-1
1.694844096E2,-4.872209984E-1,-3.039570392E0,4.424646556E-1
1.694944066E2,-7.126732618E-1,-3.234503113E0,5.394236241E-1
1.695044046E2,-8.784467956E-1,-3.521770386E0,4.733141269E-1
1.695144016E2,-1.152271905E0,-3.861395967E0,2.741969919E-1
1.695243986E2,-1.409791176E0,-4.177608712E0,9.955177009E-3
1.695343966E2,-1.636654665E0,-4.347008396E0,-2.557876182E-1
1.695443936E2,-1.797645176E0,-4.501835065E0,-3.427707982E-1
1.695543916E2,-1.866301136E0,-4.635150998E0,-4.931107526E-1
1.695643886E2,-1.815088882E0,-4.702063025E0,-5.183800797E-1
1.695743856E2,-1.835434561E0,-4.701329200E0,-3.632921863E-1
1.695843836E2,-1.817240950E0,-4.442047285E0,-1.321119905E-1
1.695943806E2,-1.652374904E0,-3.935776643E0,-2.958837301E-3
1.696043776E2,-1.356860133E0,-3.235591865E0,-2.465677285E-1
1.696143756E2,-1.123265037E0,-2.522781778E0,-5.671765561E-1
1.696243726E2,-7.228137955E-1,-1.851398630E0,-6.768548267E-1
1.696343696E2,-4.242768914E-1,-1.363495846E0,-9.477554508E-1
1.696443676E2,-2.574423802E-1,-1.053180603E0,-1.259303287E0
1.696543646E2,-2.069215599E-1,-8.584168661E-1,-1.554243861E0
1.696643616E2,-2.672607324E-1,-7.200156105E-1,-1.851856320E0
1.696743596E2,-3.217947891E-1,-5.475549084E-1,-2.048947249E0
1.696843566E2,-2.869275498E-1,-1.737850964E-1,-2.040047933E0
1.696943536E2,-2.671975824E-1,3.576496232E-1,-1.908317035E0
1.697043516E2,-2.070671555E-1,1.159347913E0,-1.810346059E0
1.697143486E2,-5.106344193E-2,1.956438596E0,-1.789093477E0
1.697243466E2,-5.010362148E-2,2.572346286E0,-1.918927246E0
1.697343436E2,-1.249970984E-1,2.993025386E0,-2.190946004E0
1.697443406E2,-1.915305188E-1,3.157469555E0,-2.829777557E0
1.697543386E2,-4.471237171E-1,2.924230555E0,-3.193442795E0
1.697643356E2,-5.963353050E-1,2.845150471E0,-2.477931880E0
1.697743326E2,3.642932296E-2,3.414818380E0,-9.708329491E-1
1.697843306E2,1.349346169E0,4.425502004E0,5.490082338E-2
1.697943276E2,2.713698339E0,5.545932019E0,5.432006331E-1
1.698043246E2,3.539176670E0,5.926309769E0,6.633549213E-1
1.698143226E2,3.135718205E0,5.382366686E0,5.906040104E-1
1.698243196E2,1.698227892E0,3.598073627E0,4.023914941E-1
1.698343166E2,9.189162523E-1,1.651444904E0,6.248369730E-1
1.698443146E2,2.986342603E-1,1.007141966E-1,1.134364514E0
1.698543116E2,-1.274216464E-1,-5.760729486E-1,1.866894482E0
1.698643096E2,3.369431707E-1,-3.184960824E-1,2.730116444E0
1.698743066E2,1.278479084E0,7.370339316E-1,3.415154010E0
1.698843036E2,1.779850345E0,1.637603375E0,3.907173234E0
1.698943016E2,2.135548752E0,1.960766705E0,3.683596172E0
1.699042986E2,2.521306818E0,1.998523346E0,2.884064276E0
1.699142956E2,2.657061916E0,1.899225345E0,1.749629595E0
1.699242936E2,2.631738794E0,1.993580110E0,5.828431472E-1
1.699342906E2,2.110344329E0,2.011490132E0,-1.176003706E-1
