"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
4.309849691E2,6.045565667E1,2.480368593E1,5.015287517E1,2.705745965E0,3.013996152E2,2.010772669E0,3.000000000E0
4.319849408E2,6.045566902E1,2.480363452E1,5.143056743E1,2.851400959E0,2.999521482E2,2.010234039E0,3.000000000E0
4.329849124E2,6.045567762E1,2.480359331E1,5.141211374E1,2.618357549E0,2.968450234E2,2.009722356E0,3.000000000E0
4.339848843E2,6.045568601E1,2.480354728E1,5.162789864E1,2.620590225E0,2.928096263E2,2.009236246E0,3.000000000E0
4.349848568E2,6.045569838E1,2.480350544E1,5.124611661E1,2.633041478E0,2.968714616E2,2.008774430E0,3.000000000E0
4.359848293E2,6.045571045E1,2.480347093E1,5.004008460E1,2.532735990E0,3.015238212E2,2.008335689E0,3.000000000E0
4.369848014E2,6.045571761E1,2.480342320E1,5.022773007E1,2.551066626E0,2.967151343E2,2.007918908E0,3.000000000E0
4.379847746E2,6.045572769E1,2.480337520E1,4.996271673E1,2.736111948E0,2.954178418E2,2.022010913E0,3.000000000E0
4.389847469E2,6.045573912E1,2.480333155E1,5.067318702E1,2.731139584E0,2.973188210E2,2.062805547E0,3.000000000E0
4.399847206E2,6.045574819E1,2.480329084E1,5.023471475E1,2.609174694E0,2.959314131E2,2.080994045E0,3.000000000E0
4.409846940E2,6.045575903E1,2.480324857E1,4.964674539E1,2.562800829E0,2.989520480E2,2.076944339E0,3.000000000E0
4.419846663E2,6.045576885E1,2.480320742E1,5.014448142E1,2.552936203E0,2.992475014E2,2.100473592E0,3.000000000E0
4.429846394E2,6.045577397E1,2.480316209E1,5.044362494E1,2.438458175E0,2.926928262E2,2.095449922E0,3.000000000E0
4.439846134E2,6.045578400E1,2.480312448E1,5.038071018E1,2.331819223E0,2.966573683E2,2.090677428E0,3.000000000E0
4.449845876E2,6.045579304E1,2.480307670E1,5.081591048E1,2.558727538E0,2.947167402E2,2.086143551E0,3.000000000E0
